,age_band_of_driver,vehicle_type,age_of_vehicle,weather_conditions,day_of_week,road_surface_conditions,light_conditions,sex_of_driver,season,speed_limit,accident_seriousness
3517,16-25,Car,4,Fine no high winds,Wednesday,Dry,Daylight,Male,Summer,40,Serious
3518,16-25,Car,4,Fine no high winds,Friday,Dry,Daylight,Female,Winter,40,Serious
3519,16-25,Car,4,Fine no high winds,Friday,Wet or damp,Daylight,Female,Rainy,40,Serious
3520,16-25,Car,4,Fine no high winds,Sunday,Dry,Daylight,Female,Summer,40,Serious
3521,16-25,Car,4,Raining no high winds,Wednesday,Wet or damp,Daylight,Male,Rainy,40,Serious
3522,16-25,Motorcycle,4,Raining no high winds,Wednesday,Wet or damp,Daylight,Male,Rainy,40,Serious
3523,26-45,Car,4,Fine no high winds,Friday,Dry,Darkness - lights lit,Male,Rainy,40,Serious
3524,26-45,Car,4,Fine no high winds,Monday,Dry,Darkness - lights lit,Male,Rainy,40,Serious
3525,26-45,Car,4,Fine no high winds,Saturday,Wet or damp,Darkness - lights lit,Male,Autumn,40,Serious
3526,26-45,Car,4,Fine no high winds,Monday,Frost or ice,Darkness - lights lit,Male,Summer,40,Serious
3527,26-45,Car,4,Fine no high winds,Sunday,Wet or damp,Darkness - lights lit,Male,Winter,40,Serious
3528,26-45,Car,4,Fine no high winds,Friday,Dry,Darkness - lights lit,Female,Autumn,40,Serious
3529,26-45,Car,4,Fine no high winds,Wednesday,Dry,Darkness - lights lit,Female,Winter,40,Serious
3530,26-45,Car,4,Mud,Thursday,Frost or ice,Darkness - lights lit,Male,Winter,40,Serious
3531,26-45,Car,4,Raining no high winds,Friday,Frost or ice,Darkness - lights lit,Male,Winter,40,Serious
3532,26-45,Car,4,Raining no high winds,Friday,Wet or damp,Darkness - lights lit,Female,Rainy,40,Serious
3533,26-45,Goods Vehicle,4,Fine no high winds,Sunday,Dry,Darkness - no lighting,Male,Summer,40,Serious
3534,26-45,Motorcycle,4,Fine + high winds,Thursday,Dry,Daylight,Male,Rainy,40,Serious
3535,26-45,Other Vehicle,4,Fine no high winds,Thursday,Dry,Daylight,Male,Summer,40,Serious
3536,26-45,Bus,4,Fine no high winds,Friday,Dry,Daylight,Male,Autumn,40,Serious
3537,26-45,Motorcycle,4,Fine no high winds,Tuesday,Dry,Daylight,Male,Winter,40,Serious
3538,26-45,Car,4,Fine no high winds,Sunday,Dry,Daylight,Male,Rainy,40,Serious
3539,26-45,Car,4,Fine no high winds,Monday,Dry,Daylight,Male,Winter,40,Serious
3540,26-45,Car,4,Fine no high winds,Thursday,Dry,Daylight,Male,Summer,40,Serious
3541,26-45,Car,4,Fine no high winds,Tuesday,Dry,Daylight,Male,Rainy,40,Serious
3542,26-45,Motorcycle,4,Fine no high winds,Friday,Dry,Daylight,Male,Rainy,40,Serious
3543,26-45,Car,4,Fine no high winds,Friday,Dry,Daylight,Male,Summer,40,Serious
3544,26-45,Car,4,Fine no high winds,Wednesday,Dry,Daylight,Male,Winter,40,Serious
3545,26-45,Car,4,Fine no high winds,Friday,Dry,Daylight,Male,Summer,40,Serious
3546,26-45,Goods Vehicle,4,Fine no high winds,Thursday,Dry,Daylight,Male,Rainy,40,Serious
3547,26-45,Car,4,Fine no high winds,Friday,Dry,Daylight,Male,Winter,40,Serious
3548,26-45,Car,4,Fine no high winds,Thursday,Wet or damp,Daylight,Male,Winter,40,Serious
3549,26-45,Car,4,Fine no high winds,Thursday,Dry,Daylight,Male,Rainy,40,Serious
3550,26-45,Motorcycle,4,Fine no high winds,Tuesday,Dry,Daylight,Male,Summer,40,Serious
3551,26-45,Car,4,Fine no high winds,Wednesday,Dry,Daylight,Female,Autumn,40,Serious
3552,26-45,Car,4,Fine no high winds,Sunday,Dry,Daylight,Female,Rainy,40,Serious
3553,26-45,Car,4,Fine no high winds,Wednesday,Dry,Daylight,Female,Winter,40,Serious
3554,26-45,Car,4,Fine no high winds,Sunday,Dry,Daylight,Female,Summer,40,Serious
3555,16-25,Car,4,Fine no high winds,Sunday,Dry,Darkness - lights lit,Male,Summer,50,Serious
3556,16-25,Car,4,Fine no high winds,Thursday,Dry,Darkness - no lighting,Male,Winter,50,Serious
3557,16-25,Motorcycle,4,Fine no high winds,Friday,Dry,Daylight,Male,Rainy,50,Serious
3558,16-25,Car,4,Fine no high winds,Tuesday,Dry,Daylight,Male,Rainy,50,Serious
3559,16-25,Motorcycle,4,Mud,Tuesday,Wet or damp,Daylight,Male,Winter,50,Serious
3560,16-25,Car,4,Fine no high winds,Sunday,Dry,Daylight,Male,Winter,50,Serious
3561,16-25,Car,4,Fine no high winds,Friday,Dry,Daylight,Male,Autumn,50,Serious
3562,16-25,Motorcycle,4,Fine no high winds,Saturday,Dry,Daylight,Male,Rainy,50,Serious
3563,16-25,Car,4,Fine no high winds,Wednesday,Wet or damp,Daylight,Male,Winter,50,Serious
3564,16-25,Car,4,Fine no high winds,Tuesday,Dry,Daylight,Female,Rainy,50,Serious
3565,16-25,Motorcycle,4,Fine no high winds,Saturday,Dry,Daylight,Female,Winter,50,Serious
3566,16-25,Car,4,Fine no high winds,Tuesday,Dry,Daylight,Female,Rainy,50,Serious
3567,16-25,Car,4,Raining no high winds,Tuesday,Wet or damp,Daylight,Male,Rainy,50,Serious
3568,26-45,Car,4,Mud,Thursday,Wet or damp,Darkness - lights lit,Male,Rainy,50,Serious
3569,26-45,Car,4,Fine no high winds,Wednesday,Dry,Darkness - no lighting,Male,Rainy,50,Serious
3570,26-45,Car,4,Fine no high winds,Monday,Wet or damp,Darkness - no lighting,Male,Rainy,50,Serious
3571,26-45,Car,4,Fine no high winds,Saturday,Wet or damp,Darkness - no lighting,Male,Autumn,50,Serious
3572,26-45,Car,4,Snowing no high winds,Monday,Frost or ice,Darkness - no lighting,Male,Rainy,50,Serious
3573,26-45,Motorcycle,4,Fine no high winds,Saturday,Dry,Daylight,Male,Summer,50,Serious
3574,26-45,Motorcycle,4,Fine no high winds,Sunday,Dry,Daylight,Male,Autumn,50,Serious
3575,26-45,Car,4,Fine no high winds,Saturday,Wet or damp,Daylight,Male,Summer,50,Serious
3576,26-45,Car,4,Fine no high winds,Wednesday,Dry,Daylight,Male,Summer,50,Serious
3577,26-45,Car,4,Fine no high winds,Monday,Wet or damp,Daylight,Male,Winter,50,Serious
3578,26-45,Car,4,Fine no high winds,Sunday,Dry,Daylight,Female,Summer,50,Serious
3579,26-45,Car,4,Fine no high winds,Thursday,Wet or damp,Daylight,Male,Summer,50,Serious
3580,26-45,Motorcycle,4,Fine no high winds,Sunday,Dry,Daylight,Male,Winter,50,Serious
3581,26-45,Motorcycle,4,Fine no high winds,Tuesday,Dry,Daylight,Male,Winter,50,Serious
3582,26-45,Bus,4,Fine no high winds,Thursday,Dry,Daylight,Male,Autumn,50,Serious
3583,26-45,Car,4,Fine no high winds,Thursday,Wet or damp,Daylight,Female,Autumn,50,Serious
3584,26-45,Car,4,Fine no high winds,Monday,Dry,Daylight,Female,Summer,50,Serious
3585,26-45,Car,4,Fine no high winds,Thursday,Dry,Daylight,Female,Rainy,50,Serious
3586,26-45,Motorcycle,4,Raining no high winds,Monday,Wet or damp,Daylight,Male,Rainy,50,Serious
3587,46-65,Goods Vehicle,4,Fine no high winds,Wednesday,Dry,Darkness - lights lit,Male,Rainy,50,Serious
3588,46-65,Car,4,Fine no high winds,Friday,Dry,Darkness - lights lit,Female,Summer,50,Serious
3589,46-65,Car,4,Fine no high winds,Thursday,Wet or damp,Darkness - no lighting,Male,Winter,50,Serious
3590,46-65,Car,4,Fine no high winds,Thursday,Wet or damp,Daylight,Male,Winter,50,Serious
3591,46-65,Motorcycle,4,Fine no high winds,Wednesday,Dry,Daylight,Male,Rainy,50,Serious
3592,16-25,Motorcycle,4,Fine no high winds,Wednesday,Dry,Darkness - lights lit,Male,Rainy,60,Serious
3593,16-25,Car,4,Fine no high winds,Tuesday,Wet or damp,Darkness - lights lit,Male,Winter,60,Serious
3594,16-25,Car,4,Fine no high winds,Friday,Dry,Darkness - lights lit,Male,Rainy,60,Serious
3595,16-25,Car,4,Raining no high winds,Sunday,Wet or damp,Darkness - lights lit,Male,Summer,60,Serious
3596,16-25,Car,4,Fine no high winds,Saturday,Dry,Darkness - no lighting,Male,Rainy,60,Serious
3597,16-25,Car,4,Fine no high winds,Saturday,Dry,Darkness - no lighting,Male,Rainy,60,Serious
3598,16-25,Car,4,Fine no high winds,Wednesday,Dry,Darkness - no lighting,Male,Rainy,60,Serious
3599,16-25,Car,4,Fine no high winds,Monday,Dry,Darkness - no lighting,Male,Autumn,60,Serious
3600,16-25,Goods Vehicle,4,Fine no high winds,Monday,Dry,Darkness - no lighting,Male,Rainy,60,Serious
3601,16-25,Car,4,Fine no high winds,Saturday,Dry,Darkness - no lighting,Male,Rainy,60,Serious
3602,16-25,Car,4,Fine no high winds,Tuesday,Dry,Darkness - no lighting,Male,Rainy,60,Serious
3603,16-25,Car,4,Fine no high winds,Friday,Dry,Darkness - no lighting,Male,Winter,60,Serious
3604,16-25,Motorcycle,4,Fine no high winds,Friday,Dry,Darkness - no lighting,Male,Summer,60,Serious
3605,16-25,Car,4,Fog or mist,Tuesday,Wet or damp,Darkness - no lighting,Female,Summer,60,Serious
3606,16-25,Car,4,Raining + high winds,Tuesday,Wet or damp,Darkness - no lighting,Male,Rainy,60,Serious
3607,16-25,Car,4,Raining no high winds,Wednesday,Wet or damp,Darkness - no lighting,Male,Summer,60,Serious
3608,16-25,Car,4,Raining no high winds,Thursday,Wet or damp,Darkness - no lighting,Male,Autumn,60,Serious
3609,16-25,Car,4,Raining no high winds,Saturday,Wet or damp,Darkness - no lighting,Male,Winter,60,Serious
3610,16-25,Car,4,Raining no high winds,Tuesday,Wet or damp,Darkness - no lighting,Male,Summer,60,Serious
3611,16-25,Car,4,Fine + high winds,Wednesday,Wet or damp,Daylight,Male,Rainy,60,Serious
3612,16-25,Motorcycle,4,Fine no high winds,Sunday,Dry,Daylight,Male,Winter,60,Serious
3613,16-25,Car,4,Fine no high winds,Friday,Dry,Daylight,Male,Autumn,60,Serious
3614,16-25,Other Vehicle,4,Fine no high winds,Tuesday,Dry,Daylight,Male,Winter,60,Serious
3615,16-25,Car,4,Fine no high winds,Friday,Dry,Daylight,Male,Rainy,60,Serious
3616,16-25,Car,4,Fine no high winds,Sunday,Frost or ice,Daylight,Male,Summer,60,Serious
3617,16-25,Car,4,Fine no high winds,Monday,Dry,Daylight,Male,Winter,60,Serious
3618,16-25,Motorcycle,4,Fine no high winds,Thursday,Dry,Daylight,Male,Rainy,60,Serious
3619,16-25,Motorcycle,4,Fine no high winds,Sunday,Dry,Daylight,Male,Summer,60,Serious
3620,16-25,Car,4,Fine no high winds,Sunday,Dry,Daylight,Male,Rainy,60,Serious
3621,16-25,Car,4,Fine no high winds,Friday,Dry,Daylight,Male,Rainy,60,Serious
3622,16-25,Car,4,Fine no high winds,Friday,Dry,Daylight,Male,Autumn,60,Serious
3623,16-25,Car,4,Fine no high winds,Thursday,Wet or damp,Daylight,Male,Rainy,60,Serious
3624,16-25,Car,4,Fine no high winds,Sunday,Dry,Daylight,Male,Summer,60,Serious
3625,16-25,Car,4,Fine no high winds,Friday,Dry,Daylight,Male,Summer,60,Serious
3626,16-25,Car,4,Fine no high winds,Sunday,Dry,Daylight,Male,Winter,60,Serious
3627,16-25,Motorcycle,4,Fine no high winds,Wednesday,Dry,Daylight,Male,Rainy,60,Serious
3628,16-25,Goods Vehicle,4,Fine no high winds,Thursday,Dry,Daylight,Male,Summer,60,Serious
3629,16-25,Car,4,Fine no high winds,Saturday,Dry,Daylight,Male,Summer,60,Serious
3630,16-25,Car,4,Fine no high winds,Sunday,Wet or damp,Daylight,Female,Summer,60,Serious
3631,16-25,Car,4,Fine no high winds,Thursday,Wet or damp,Daylight,Female,Rainy,60,Serious
3632,16-25,Car,4,Fine no high winds,Friday,Wet or damp,Daylight,Female,Summer,60,Serious
3633,16-25,Car,4,Fine no high winds,Sunday,Dry,Daylight,Female,Summer,60,Serious
3634,16-25,Car,4,Fine no high winds,Wednesday,Dry,Daylight,Female,Summer,60,Serious
3635,16-25,Car,4,Fine no high winds,Friday,Wet or damp,Daylight,Female,Rainy,60,Serious
3636,16-25,Car,4,Fine no high winds,Friday,Dry,Daylight,Female,Summer,60,Serious
3637,16-25,Car,4,Fine no high winds,Sunday,Dry,Daylight,Female,Winter,60,Serious
3638,16-25,Car,4,Fine no high winds,Thursday,Frost or ice,Daylight,Female,Winter,60,Serious
3639,16-25,Car,4,Fine no high winds,Friday,Dry,Daylight,Female,Rainy,60,Serious
3640,16-25,Car,4,Raining no high winds,Wednesday,Wet or damp,Daylight,Male,Rainy,60,Serious
3641,16-25,Car,4,Raining no high winds,Saturday,Wet or damp,Daylight,Male,Rainy,60,Serious
3642,16-25,Car,4,Raining no high winds,Thursday,Wet or damp,Daylight,Male,Rainy,60,Serious
3643,16-25,Car,4,Raining no high winds,Friday,Wet or damp,Daylight,Female,Autumn,60,Serious
3644,16-25,Car,4,Raining no high winds,Thursday,Wet or damp,Daylight,Female,Autumn,60,Serious
3645,16-25,Car,4,Fine no high winds,Sunday,Wet or damp,Darkness - lights unlit,Male,Summer,60,Serious
3646,16-25,Car,4,Fine no high winds,Monday,Dry,Darkness - no lighting,Male,Autumn,60,Serious
3647,16-25,Car,4,Fine no high winds,Wednesday,Dry,Darkness - no lighting,Male,Autumn,60,Serious
3648,16-25,Car,4,Fine no high winds,Friday,Dry,Darkness - no lighting,Male,Summer,60,Serious
3649,16-25,Car,4,Fine no high winds,Friday,Dry,Darkness - no lighting,Male,Summer,60,Serious
3650,16-25,Car,4,Fine no high winds,Friday,Wet or damp,Darkness - no lighting,Male,Summer,60,Serious
3651,16-25,Car,4,Fine no high winds,Thursday,Wet or damp,Darkness - no lighting,Male,Winter,60,Serious
3652,16-25,Car,4,Fine no high winds,Monday,Dry,Darkness - no lighting,Male,Winter,60,Serious
3653,16-25,Car,4,Fine no high winds,Tuesday,Dry,Darkness - no lighting,Male,Rainy,60,Serious
3654,16-25,Car,4,Fine no high winds,Saturday,Dry,Darkness - no lighting,Male,Rainy,60,Serious
3655,16-25,Goods Vehicle,4,Fine no high winds,Monday,Dry,Darkness - no lighting,Male,Summer,60,Serious
3656,16-25,Car,4,Fine no high winds,Wednesday,Dry,Darkness - no lighting,Male,Summer,60,Serious
3657,16-25,Car,4,Fine no high winds,Thursday,Dry,Darkness - no lighting,Female,Winter,60,Serious
3658,16-25,Car,4,Fine no high winds,Wednesday,Wet or damp,Darkness - no lighting,Female,Winter,60,Serious
3659,16-25,Car,4,Fine no high winds,Friday,Dry,Darkness - lights lit,Male,Rainy,70,Serious
3660,16-25,Motorcycle,4,Fine no high winds,Thursday,Dry,Daylight,Male,Winter,70,Serious
3661,16-25,Car,4,Fine no high winds,Monday,Wet or damp,Daylight,Female,Winter,70,Serious
3662,16-25,Car,4,Raining + high winds,Wednesday,Wet or damp,Daylight,Male,Rainy,70,Serious
3663,16-25,Car,4,Raining no high winds,Saturday,Wet or damp,Daylight,Female,Autumn,70,Serious
3664,16-25,Car,4,Raining no high winds,Sunday,Wet or damp,Daylight,Female,Summer,70,Serious
3665,16-25,Car,4,Fine no high winds,Wednesday,Dry,Darkness - lights lit,Male,Winter,70,Serious
3666,16-25,Car,4,Fine no high winds,Saturday,Dry,Darkness - lights lit,Male,Winter,70,Serious
3667,16-25,Car,4,Fine no high winds,Friday,Dry,Darkness - lights lit,Male,Summer,70,Serious
3668,16-25,Car,4,Fine no high winds,Friday,Wet or damp,Darkness - lights lit,Male,Autumn,70,Serious
3669,16-25,Car,4,Fine no high winds,Monday,Dry,Darkness - lights lit,Female,Summer,70,Serious
3670,16-25,Car,4,Raining no high winds,Tuesday,Wet or damp,Darkness - lights lit,Male,Summer,70,Serious
3671,16-25,Car,4,Fog or mist,Friday,Wet or damp,Darkness - lights lit,Female,Rainy,70,Serious
3672,16-25,Car,4,Fine no high winds,Saturday,Wet or damp,Darkness - lights unlit,Male,Summer,70,Serious
3673,16-25,Car,4,Fine no high winds,Tuesday,Dry,Darkness - no lighting,Male,Winter,70,Serious
3674,16-25,Car,4,Fine no high winds,Friday,Wet or damp,Darkness - no lighting,Female,Autumn,70,Serious
3675,16-25,Car,4,Fog or mist,Friday,Frost or ice,Darkness - no lighting,Male,Winter,70,Serious
3676,16-25,Motorcycle,4,Fine no high winds,Tuesday,Dry,Daylight,Male,Summer,70,Serious
3677,16-25,Car,4,Fine no high winds,Monday,Dry,Daylight,Male,Rainy,70,Serious
3678,16-25,Car,4,Fine no high winds,Saturday,Wet or damp,Daylight,Male,Autumn,70,Serious
3679,16-25,Car,4,Fine no high winds,Thursday,Dry,Daylight,Male,Summer,70,Serious
3680,16-25,Car,4,Fine no high winds,Monday,Wet or damp,Daylight,Female,Summer,70,Serious
3681,16-25,Car,4,Fine no high winds,Tuesday,Dry,Daylight,Female,Summer,70,Serious
3682,16-25,Car,4,Snowing + high winds,Tuesday,Snow,Daylight,Female,Summer,70,Serious
3683,26-45,Car,4,Fine no high winds,Friday,Wet or damp,Darkness - lights lit,Female,Autumn,70,Serious
3684,26-45,Car,4,Fine no high winds,Sunday,Dry,Darkness - no lighting,Male,Rainy,70,Serious
3685,26-45,Car,4,Fine no high winds,Saturday,Wet or damp,Darkness - no lighting,Male,Summer,70,Serious
3686,26-45,Car,4,Fine no high winds,Sunday,Dry,Darkness - no lighting,Male,Rainy,70,Serious
3687,26-45,Car,4,Fine no high winds,Friday,Dry,Darkness - no lighting,Male,Rainy,70,Serious
3688,26-45,Car,4,Fine no high winds,Saturday,Frost or ice,Darkness - no lighting,Male,Winter,70,Serious
3689,26-45,Car,4,Fine no high winds,Monday,Dry,Darkness - no lighting,Female,Rainy,70,Serious
3690,26-45,Car,4,Raining + high winds,Sunday,Wet or damp,Darkness - no lighting,Female,Rainy,70,Serious
3691,26-45,Car,4,Raining no high winds,Saturday,Wet or damp,Darkness - no lighting,Male,Summer,70,Serious
3692,26-45,Motorcycle,4,Fine no high winds,Monday,Dry,Daylight,Male,Summer,70,Serious
3693,26-45,Motorcycle,4,Fine no high winds,Tuesday,Dry,Daylight,Male,Winter,70,Serious
3694,26-45,Car,4,Fine no high winds,Friday,Wet or damp,Daylight,Male,Rainy,70,Serious
3695,26-45,Car,4,Fine no high winds,Saturday,Dry,Daylight,Male,Rainy,70,Serious
3696,26-45,Car,4,Fine no high winds,Thursday,Dry,Daylight,Male,Rainy,70,Serious
3697,26-45,Car,4,Fine no high winds,Sunday,Dry,Daylight,Male,Winter,70,Serious
3698,26-45,Car,4,Fine no high winds,Saturday,Wet or damp,Daylight,Male,Winter,70,Serious
3699,26-45,Goods Vehicle,4,Fine no high winds,Tuesday,Dry,Daylight,Male,Rainy,70,Serious
3700,26-45,Car,4,Fine no high winds,Thursday,Dry,Daylight,Male,Rainy,70,Serious
3701,26-45,Car,4,Fine no high winds,Friday,Dry,Daylight,Female,Summer,70,Serious
3702,26-45,Car,4,Fine no high winds,Saturday,Dry,Daylight,Female,Winter,70,Serious
3703,26-45,Car,4,Fine no high winds,Friday,Dry,Daylight,Female,Rainy,70,Serious
3704,26-45,Motorcycle,4,Fine no high winds,Tuesday,Dry,Daylight,Female,Autumn,70,Serious
3705,26-45,Goods Vehicle,4,Fine no high winds,Sunday,Dry,Daylight,Female,Winter,70,Serious
3706,26-45,Car,4,Mud,Wednesday,Wet or damp,Daylight,Female,Summer,70,Serious
3707,26-45,Car,4,Raining + high winds,Wednesday,Wet or damp,Daylight,Male,Rainy,70,Serious
3708,26-45,Goods Vehicle,4,Raining no high winds,Thursday,Wet or damp,Daylight,Male,Summer,70,Serious
3709,26-45,Car,4,Raining no high winds,Saturday,Wet or damp,Daylight,Male,Winter,70,Serious
3710,26-45,Car,4,Raining no high winds,Tuesday,Wet or damp,Daylight,Male,Rainy,70,Serious
3711,26-45,Car,4,Raining no high winds,Friday,Wet or damp,Daylight,Female,Rainy,70,Serious
3712,26-45,Car,4,Fine no high winds,Wednesday,Dry,Darkness - lights lit,Male,Winter,70,Serious
3713,46-65,Car,4,Fine no high winds,Sunday,Dry,Darkness - lights lit,Male,Autumn,30,Serious
3714,46-65,Bus,4,Fine no high winds,Monday,Dry,Darkness - lights lit,Male,Summer,30,Serious
3715,46-65,Motorcycle,4,Fine no high winds,Sunday,Dry,Darkness - lights lit,Male,Summer,40,Serious
3716,46-65,Car,4,Fine no high winds,Monday,Dry,Darkness - lights lit,Female,Winter,30,Serious
3717,46-65,Car,4,Fine no high winds,Tuesday,Dry,Darkness - lights lit,Female,Rainy,30,Serious
3718,46-65,Car,4,Fine no high winds,Friday,Dry,Darkness - lights lit,Female,Summer,50,Serious
3719,46-65,Car,4,Fine no high winds,Friday,Dry,Darkness - lights lit,Female,Summer,30,Serious
3720,46-65,Car,4,Fine no high winds,Tuesday,Dry,Darkness - lights lit,Female,Rainy,30,Serious
3721,46-65,Car,4,Fine no high winds,Thursday,Dry,Darkness - lights lit,Female,Autumn,30,Serious
3722,46-65,Car,4,Fine no high winds,Friday,Dry,Darkness - lights lit,Female,Rainy,30,Serious
3723,46-65,Bus,4,Mud,Monday,Frost or ice,Darkness - lights lit,Male,Rainy,30,Serious
3724,46-65,Motorcycle,4,Raining + high winds,Saturday,Wet or damp,Darkness - lights lit,Male,Winter,30,Serious
3725,46-65,Car,4,Raining no high winds,Thursday,Wet or damp,Darkness - lights lit,Male,Rainy,30,Serious
3726,46-65,Car,4,Raining no high winds,Saturday,Wet or damp,Darkness - lights lit,Male,Winter,30,Serious
3727,46-65,Car,4,Raining no high winds,Saturday,Wet or damp,Darkness - lights lit,Male,Rainy,40,Serious
3728,46-65,Car,4,Raining no high winds,Sunday,Wet or damp,Darkness - lights lit,Male,Rainy,30,Serious
3729,46-65,Car,4,Raining no high winds,Sunday,Wet or damp,Darkness - lights lit,Male,Autumn,40,Serious
3730,46-65,Bus,4,Raining no high winds,Friday,Wet or damp,Darkness - lights lit,Male,Rainy,40,Serious
3731,46-65,Car,4,Raining no high winds,Friday,Wet or damp,Darkness - lights lit,Male,Rainy,40,Serious
3732,46-65,Car,4,Raining no high winds,Tuesday,Wet or damp,Darkness - lights lit,Male,Autumn,30,Serious
3733,46-65,Car,4,Raining no high winds,Wednesday,Wet or damp,Darkness - lights lit,Male,Autumn,30,Serious
3734,46-65,Car,4,Raining no high winds,Thursday,Wet or damp,Darkness - lights lit,Female,Winter,30,Serious
3735,46-65,Car,4,Raining no high winds,Monday,Wet or damp,Darkness - lights lit,Female,Rainy,60,Serious
3736,46-65,Bus,4,Fine no high winds,Thursday,Dry,Darkness - lights unlit,Male,Rainy,30,Serious
3737,46-65,Car,4,Fine no high winds,Wednesday,Dry,Darkness - no lighting,Male,Summer,60,Serious
3738,46-65,Motorcycle,4,Fine no high winds,Wednesday,Wet or damp,Darkness - no lighting,Male,Rainy,60,Serious
3739,46-65,Car,4,Fine no high winds,Thursday,Wet or damp,Darkness - no lighting,Male,Winter,50,Serious
3740,46-65,Car,4,Fine no high winds,Friday,Dry,Darkness - no lighting,Male,Summer,30,Serious
3741,46-65,Car,4,Fine no high winds,Thursday,Dry,Darkness - no lighting,Male,Summer,60,Serious
3742,46-65,Car,4,Fine no high winds,Saturday,Dry,Darkness - no lighting,Male,Autumn,40,Serious
